software_version,cluster_header,clusterName,clusterSize,f_score,precision,recall,TN,FP,FN,TP,marker_count,NSForest_markers,binary_genes,onTarget
4.1,author_cell_type,HAC55,1157,0.4638388770216661,0.5735849056603773,0.2627484874675886,381746,226,853,304,3,"['ENSG00000109684', 'ENSG00000241684', 'ENSG00000149654']","['ENSG00000109684', 'ENSG00000227240', 'ENSG00000187147', 'ENSG00000141668', 'ENSG00000241684', 'ENSG00000149654', 'ENSG00000231160', 'ENSG00000169604', 'ENSG00000038295', 'ENSG00000106688']",0.1413177996873855
4.1,author_cell_type,HAC51,1453,0.6687099470604625,0.898876404494382,0.3303509979353062,381622,54,973,480,3,"['ENSG00000241743', 'ENSG00000178031', 'ENSG00000233611']","['ENSG00000241743', 'ENSG00000178031', 'ENSG00000050628', 'ENSG00000182177', 'ENSG00000147246', 'ENSG00000233611', 'ENSG00000077782', 'ENSG00000153930', 'ENSG00000134215', 'ENSG00000164116']",0.3744354844093323
4.1,author_cell_type,HAC23,5000,0.6671179302045728,0.8553519768563163,0.3548,377829,300,3226,1774,3,"['ENSG00000147246', 'ENSG00000165973', 'ENSG00000144407']","['ENSG00000113100', 'ENSG00000147246', 'ENSG00000110975', 'ENSG00000165973', 'ENSG00000141668', 'ENSG00000144407', 'ENSG00000163873', 'ENSG00000227681', 'ENSG00000203727', 'ENSG00000143013']",0.126320868730545
4.1,author_cell_type,HAC34,4222,0.7005868040646915,0.8031173092698933,0.4637612505921364,378427,480,2264,1958,2,"['ENSG00000232885', 'ENSG00000163508']","['ENSG00000166863', 'ENSG00000232885', 'ENSG00000287159', 'ENSG00000163508', 'ENSG00000182177', 'ENSG00000233611', 'ENSG00000165973', 'ENSG00000183287', 'ENSG00000187122', 'ENSG00000179399']",0.4186973571777344
4.1,author_cell_type,HAC37,3831,0.7391966117397922,0.7921985815602837,0.5831375619942574,378712,586,1597,2234,3,"['ENSG00000250125', 'ENSG00000147246', 'ENSG00000241684']","['ENSG00000250125', 'ENSG00000241743', 'ENSG00000255367', 'ENSG00000147246', 'ENSG00000141668', 'ENSG00000241684', 'ENSG00000188517', 'ENSG00000184408', 'ENSG00000182348', 'ENSG00000178568']",0.1780750006437301
4.1,author_cell_type,HAC39,3140,0.7141327623126338,0.8606451612903225,0.4248407643312102,379773,216,1806,1334,4,"['ENSG00000183287', 'ENSG00000198673', 'ENSG00000223351', 'ENSG00000170624']","['ENSG00000183287', 'ENSG00000231689', 'ENSG00000116183', 'ENSG00000198673', 'ENSG00000223351', 'ENSG00000170624', 'ENSG00000138759', 'ENSG00000174473', 'ENSG00000102290', 'ENSG00000178568']",0.0488067418336868
4.1,author_cell_type,HAC88,87,0.4679802955665024,0.6551724137931034,0.2183908045977011,383032,10,68,19,3,"['ENSG00000119547', 'ENSG00000288105', 'ENSG00000237515']","['ENSG00000196511', 'ENSG00000119547', 'ENSG00000157890', 'ENSG00000288105', 'ENSG00000237515', 'ENSG00000198785', 'ENSG00000234352', 'ENSG00000151812', 'ENSG00000164100', 'ENSG00000102290']",0.1082654595375061
4.1,author_cell_type,HAC44,2576,0.7397959183673469,0.9477124183006536,0.3940217391304347,380497,56,1561,1015,2,"['ENSG00000011465', 'ENSG00000134853']","['ENSG00000011465', 'ENSG00000162687', 'ENSG00000115290', 'ENSG00000041515', 'ENSG00000134853', 'ENSG00000288105', 'ENSG00000183662', 'ENSG00000113805', 'ENSG00000185053', 'ENSG00000102290']",0.6005814075469971
4.1,author_cell_type,HAC46,2299,0.730844793713163,0.8365817091454273,0.4854284471509352,380612,218,1183,1116,2,"['ENSG00000112562', 'ENSG00000122584']","['ENSG00000168754', 'ENSG00000079689', 'ENSG00000112562', 'ENSG00000155792', 'ENSG00000122584', 'ENSG00000147408', 'ENSG00000183662', 'ENSG00000187720', 'ENSG00000162670', 'ENSG00000181072']",0.4114972651004791
4.1,author_cell_type,HAC54,1194,0.7458307597282273,0.9452054794520548,0.4045226130653266,381907,28,711,483,3,"['ENSG00000227115', 'ENSG00000089250', 'ENSG00000156140']","['ENSG00000113494', 'ENSG00000050628', 'ENSG00000227115', 'ENSG00000089250', 'ENSG00000156140', 'ENSG00000164326', 'ENSG00000237515', 'ENSG00000183662', 'ENSG00000185942', 'ENSG00000170624']",0.2292977720499038
4.1,author_cell_type,HAC62,864,0.7375776397515528,0.8878504672897196,0.4398148148148148,382217,48,484,380,3,"['ENSG00000164270', 'ENSG00000165973', 'ENSG00000136237']","['ENSG00000225539', 'ENSG00000112038', 'ENSG00000164270', 'ENSG00000165973', 'ENSG00000136237', 'ENSG00000150556', 'ENSG00000140945', 'ENSG00000170624', 'ENSG00000150394', 'ENSG00000154654']",0.1163857728242874
4.1,author_cell_type,nNOS,5000,0.6498646820027063,0.7856850715746422,0.3842,377605,524,3079,1921,2,"['ENSG00000089250', 'ENSG00000011201']","['ENSG00000089250', 'ENSG00000189108', 'ENSG00000123119', 'ENSG00000011201', 'ENSG00000112238', 'ENSG00000168952', 'ENSG00000198108', 'ENSG00000187720', 'ENSG00000079691', 'ENSG00000102290']",0.2838536500930786
4.1,author_cell_type,HAC33,4613,0.8043087971274686,0.9621993127147768,0.4855842185128983,378428,88,2373,2240,3,"['ENSG00000171126', 'ENSG00000248587', 'ENSG00000082684']","['ENSG00000138376', 'ENSG00000171126', 'ENSG00000248587', 'ENSG00000197594', 'ENSG00000082684', 'ENSG00000113494', 'ENSG00000255367', 'ENSG00000182836', 'ENSG00000173157', 'ENSG00000011201']",0.6836246848106384
4.1,author_cell_type,HAC40,3095,0.7151611717122196,0.9218009478672986,0.377059773828756,379935,99,1928,1167,2,"['ENSG00000198732', 'ENSG00000171502']","['ENSG00000198732', 'ENSG00000277987', 'ENSG00000231424', 'ENSG00000171502', 'ENSG00000226965', 'ENSG00000189108', 'ENSG00000168952', 'ENSG00000187720', 'ENSG00000247809', 'ENSG00000171189']",0.5999695062637329
4.1,author_cell_type,HAC78,241,0.6759098786828422,0.9285714285714286,0.3236514522821577,382882,6,163,78,3,"['ENSG00000234710', 'ENSG00000287092', 'ENSG00000236373']","['ENSG00000138829', 'ENSG00000234710', 'ENSG00000049192', 'ENSG00000287092', 'ENSG00000187147', 'ENSG00000236373', 'ENSG00000165966', 'ENSG00000246662', 'ENSG00000237515', 'ENSG00000143340']",0.1683964431285858
4.1,author_cell_type,HAC56,1133,0.396039603960396,0.5747126436781609,0.176522506619594,381848,148,933,200,3,"['ENSG00000147246', 'ENSG00000135324', 'ENSG00000198673']","['ENSG00000147246', 'ENSG00000233611', 'ENSG00000077782', 'ENSG00000135324', 'ENSG00000230323', 'ENSG00000198673', 'ENSG00000053747', 'ENSG00000163285', 'ENSG00000156395', 'ENSG00000101542']",0.1441253721714019
4.1,author_cell_type,HAC57,1119,0.5705705705705706,0.8778877887788779,0.2377122430741733,381973,37,853,266,3,"['ENSG00000006128', 'ENSG00000135577', 'ENSG00000185053']","['ENSG00000112562', 'ENSG00000006128', 'ENSG00000135577', 'ENSG00000189108', 'ENSG00000185053', 'ENSG00000102290', 'ENSG00000102780', 'ENSG00000075711', 'ENSG00000158258', 'ENSG00000153233']",0.1969822496175766
4.1,author_cell_type,HAC13,5000,0.7641537107656204,0.9652616952292729,0.4168,378054,75,2916,2084,2,"['ENSG00000230426', 'ENSG00000189108']","['ENSG00000230426', 'ENSG00000154783', 'ENSG00000228262', 'ENSG00000286415', 'ENSG00000189108', 'ENSG00000165626', 'ENSG00000140945', 'ENSG00000113319', 'ENSG00000121440', 'ENSG00000089169']",0.3359830379486084
