,Airway smooth muscle cell,Alveolar fibroblast 1,Alveolar fibroblast 2,Alveolar macrophage,Alveolar type 1 cell,Alveolar type 2 cell,Arterial endothelial cell,B cell,Basal cell,CD4+ T cell,CD8+ T cell,Capillary 1 cell,Capillary 2 cell,Chondrocyte,Ciliated cell,Classical DC subset 1,Classical DC subset 2,Deuterosomal cell,Goblet cell,Inflammatory monocyte,Innate lymphoid cell,Interstitial macrophage,Ionocyte,Lymphatic endothelial cell,Mast/Basophil,Mature DC subset,Megakaryocyte/Platelet,Mesothelial cell,Mucous cell,Myoepithelial cell,Natural killer cell,Neutrophil,Patrolling monocyte,Pericyte,Plasma cell,Plasmacytoid DC,Pulmonary neuroendocrine cell,Respiratory airway secretory cell,SMG Basal/Duct cell,Secondary crest myofibroblast,Secretory cell,Serous cell,Suprabasal cell,Systemic venous endothelial cell,T regulatory cell,Tuft cell,Vascular smooth muscle cell,Venous endothelial cell
BPIFA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49843377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPIFB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6256326,0.0,0.0,0.0,2.5263038,4.4742594,0.0,0.0,0.0,0.27731216,0.0,0.0,0.0,0.0,0.0,3.7489808,0.9168461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0789368,0.0,4.160991,4.9283285,0.18939298,0.0,0.0,0.27096963,0.0,0.0
CHMP4B,0.0,0.0,0.0,0.5870676,0.0,0.0,0.0,0.0,0.39164293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501142,0.7194958,0.8169442,0.0,0.0,0.0,0.638551,0.0,0.0,0.0,0.0,0.72981226,0.38682556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6253724,0.0,0.62670124,0.0,0.42146406,0.0,0.66238904,0.0,0.0,0.5083152,0.0,0.0
RALY,0.0,0.0,0.0,0.42705017,0.0,0.0,0.0,0.0,0.39753786,0.0,0.0,0.0,0.0,0.0,0.0,0.8260844,0.60076857,0.23132433,0.45100546,0.0,0.0,0.0,0.6179335,0.0,0.0,0.8065113,0.0,0.36080268,0.3124015,0.5256529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5494634,0.0,0.0,0.0,0.47822505,0.0,0.0,0.66252065,0.0,0.0
EIF2S2,0.0,0.0,0.0,1.0251582,0.0,1.0761285,0.5966694,0.0,0.94568884,0.0,0.0,0.0,0.0,0.0,0.73435074,0.59795564,0.60494554,1.7212555,0.92786145,0.0,0.0,0.0,0.99362206,0.75156826,0.0,0.0,0.0,0.5352437,0.91459906,0.9077516,0.0,0.0,0.0,0.0,0.0,0.6516455,0.0,0.4520861,0.9534815,0.0,0.49517125,0.55791223,1.0050025,0.803832,0.0,0.823957,0.0,0.0
AHCY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6392373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27926028,0.0,0.0,0.0,0.486259,0.0,0.0,0.6015164,0.0,0.0
DYNLRB1,0.0,0.0,0.0,1.0237037,0.0,0.68472975,0.89399517,0.0,0.7009244,0.0,0.0,0.0,0.9348885,0.0,1.3030773,0.0,0.0,1.1088243,0.6635362,0.0,0.0,0.0,1.3497162,0.0,0.0,0.0,0.0,0.72981226,0.74250877,0.92465156,0.0,0.0,0.0,0.0,0.0,0.0,1.1998585,0.0,0.79913926,0.0,0.0,0.0,0.623908,0.46408123,0.0,0.6740645,0.9990705,0.399748
MAP1LC3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29646045,0.0,0.0,0.0,0.14654931,0.0,0.0,0.0,1.1246858,0.0,0.0,0.0,0.0,0.25346613,0.33251965,0.7035573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38961488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2864995,0.0,0.0,0.0,0.1885745,0.0,0.0,0.0,0.0,0.0
TRPC4AP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14601168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDEM2,0.0,0.0,0.0,0.35570475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2396166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMP24OS,0.0,0.0,0.0,0.5288535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74962014,0.0,0.0,0.54584503,0.5477419,0.0,0.0,0.0,0.68824786,0.0,0.0,0.0,0.0,0.50419474,0.47720557,0.3137752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49079424,0.0,0.0,0.0,0.3632117,0.0,0.0,0.27966458,0.0,0.0
EIF6,0.0,0.0,0.0,0.56741875,0.0,0.0,0.0,0.0,0.65084743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71799093,0.75656956,0.0,0.0,0.0,0.61988884,0.0,0.0,0.0,0.0,0.0,0.4143296,0.71368676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648731,0.0,0.0,0.0,0.88066876,0.0,0.0,0.8537053,0.0,0.0
ERGIC3,0.0,0.0,0.0,0.5845166,0.0,0.500996,0.0,0.0,0.70560503,0.0,0.0,0.0,0.0,0.0,1.5689406,0.0,0.0,1.4251764,0.7704567,0.0,0.0,0.0,0.624347,0.0,0.0,0.0,0.0,0.8891701,0.845777,0.6420505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73350114,0.0,0.4531936,0.5531313,0.733444,0.0,0.0,0.69589597,0.0,0.0
CPNE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21334998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20694649,0.0,0.0,0.0,0.5717313,0.0,0.0,0.0,0.0,0.0,0.0,0.40891123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27232504,0.0,0.0,0.0,0.21028551,0.0,0.0,0.2037988,0.0,0.0
ROMO1,0.0,0.0,0.0,1.0392992,0.0,0.8397943,0.50143206,0.0,0.76554894,0.0,0.0,0.0,0.0,0.0,1.4231728,0.58111,0.0,1.5390127,1.0402017,0.0,0.0,0.0,1.0783403,0.0,0.0,0.0,0.0,0.7916674,0.67330515,0.96139216,0.0,0.0,0.0,0.0,0.0,0.0,1.454904,0.7299237,0.9422715,0.0,0.7178295,0.6304752,0.94205654,0.0,0.0,0.7417909,0.60443616,0.0
RBM39,0.0,1.2208469,1.333153,0.86308956,0.0,0.86010295,1.3841233,1.316409,1.1724393,1.4829661,1.373458,1.4747264,1.4019847,1.2080246,1.0201745,1.3731277,1.4297445,1.0027443,0.9456768,1.461357,1.6945796,1.1895046,1.3039439,1.197917,1.4295024,1.4743367,0.0,1.4298649,0.7944171,0.8115036,1.8377872,0.0,1.3190124,1.5545034,0.5832015,1.4019847,1.1759274,0.82586783,0.9525988,1.2451372,0.62598914,0.18705049,1.1081426,0.7971872,1.420254,1.0853935,0.89339787,1.3886561
PHF20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72058326,0.8818145,0.0,0.04421323,0.0,0.0,0.0,0.0,0.0,1.0990125,0.0,0.0,0.34295002,0.0,0.0,0.0,0.0,0.556558,0.0,0.0,0.0,0.0,0.0,0.25776273,0.0,0.0,0.0,0.0,0.0,0.0,0.2696642,0.0,0.0
SCAND1,0.0,0.0,0.0,0.74055195,0.0,0.47508013,0.0,0.0,0.6239315,0.0,0.0,0.0,0.0,0.0,1.0772127,0.0,0.55391705,1.3255751,0.8773564,0.0,0.0,0.0,1.1365104,0.0,0.0,0.0,0.0,0.65340996,0.84279007,0.65434027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85562277,0.0,0.49386516,0.36933184,0.7418457,0.0,0.0,1.0936666,0.0,0.0
NORAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47748423,0.0,0.0,0.0,0.0,1.6256326,0.0,0.0,0.0,0.47035646,0.704306,0.0,0.0,0.0,0.8109096,0.0,0.0,0.0,0.91924083,0.3429144,0.7064146,0.5302744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7138534,0.0,0.0,0.0,0.63487184,0.0,0.0,0.5394878,0.0,0.0
EPB41L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17728347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15995541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23621774,0.0,0.0,0.0,0.0,0.0,0.0,0.25121528,0.0,0.0
MYL9,4.1900277,0.0,0.0,0.0,1.8989072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5393721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5889115,0.0,0.0,3.3901193,0.0,0.0,0.0,2.9196646,0.0,0.0,0.0,0.0,0.0,1.4114106,0.0,0.0,0.0,0.0,0.0,0.0,4.1305046,0.0
RAB5IF,0.0,0.0,0.0,0.6897768,0.0,0.0,0.0,0.0,0.4735672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46267372,0.8480351,0.0,0.0,0.0,0.9925895,0.0,0.0,0.0,0.0,0.0,0.562405,0.4055985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477432,0.0,0.0,0.0,0.8476695,0.0,0.0,0.60110843,0.0,0.0
SLA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3281156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMHD1,0.0,1.2414507,0.0,0.95695794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72981226,0.99688965,0.89622223,0.29054612,0.0,0.0,0.0,0.74972343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0009532,0.0,0.0,1.1493376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPN2,0.0,0.0,0.0,0.77075917,0.0,0.57292116,0.0,0.0,0.79604983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7247325,1.0532807,0.0,0.0,0.0,1.0943263,0.0,0.0,0.0,0.0,0.46518692,0.7935536,0.73929155,0.0,0.0,0.0,0.0,0.34737784,0.0,0.0,0.0,0.9979334,0.0,0.4372001,0.6047094,0.8232526,0.0,0.0,0.838251,0.0,0.0
MANBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24983203,0.0,0.0,0.0,0.0,0.0,0.0,0.2768736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1943523,0.0,0.0,0.0,0.16808844,0.0,0.0,0.0,0.0,0.0
BLCAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6140729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55987304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18474728,0.0,0.0,0.0,0.37578687,0.0,0.0,0.0,0.0,0.0
CTNNBL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0923846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14213717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VSTM2L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72090864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGM2,0.0,0.0,0.0,0.0,0.0,0.0,1.5499074,0.0,0.0,0.0,0.0,1.2523167,0.0,0.0,0.0,0.0,0.0,0.0,0.80578274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497232,0.0,0.549113,0.0,0.0,0.0,0.0,0.0,0.45229703,1.881255
FAM83D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22906502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAFB,0.0,0.0,0.0,0.25494742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94640034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4367936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOP1,0.0,0.0,0.0,0.47092044,0.0,0.9705305,0.0,0.0,0.657103,0.0,0.0,0.0,0.0,0.0,0.0,0.47010866,0.7461634,0.4837145,0.6606245,0.9473652,0.0,0.0,0.68014085,0.0,0.0,0.0,0.0,0.7212344,0.5331252,0.49053633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5817013,0.7693628,0.0,0.0,0.0,0.70309347,0.0,0.0,1.0869701,0.0,0.0
CHD6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26370615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13532302,0.0,0.0,0.0,0.65699154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26031658,0.0,0.0,0.0,0.1729447,0.0,0.0,0.66088736,0.0,0.0
SRSF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34150717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46957484,0.3062063,0.0,0.0,0.0,0.4067827,0.0,0.0,0.0,0.0,0.0,0.31141093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42039388,0.0,0.0,0.0,0.35222322,0.0,0.0,0.5669424,0.0,0.0
IFT52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5271691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSER1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32870877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17252892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23204157,0.0,0.0,0.0,0.21206924,0.0,0.0,0.0,0.0,0.0
SERINC3,0.0,0.0,0.0,0.0,0.0,0.0,0.77586496,0.0,0.3626712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507265,0.4501744,0.0,0.0,0.0,0.6145005,0.0,0.0,0.0,0.0,0.0,0.4121931,0.30507183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46733052,0.0,0.0,0.0,0.3303855,0.0,0.0,0.0,0.0,0.8701023
PKIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7816042,0.0,0.0,0.5570132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.929048,0.0
CCN5,0.0,0.0,0.8294931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YWHAB,0.0,0.0,0.6687246,1.379786,0.0,0.9070905,1.390207,0.0,1.118813,0.0,1.5000458,1.2124863,1.4828343,0.0,0.7504453,0.60967976,1.0847082,1.0388196,1.0645022,0.9701573,1.3842677,0.59116864,1.459199,1.0450912,0.0,0.58914095,0.0,0.8929888,0.8664111,0.9295117,0.0,0.0,1.2338058,0.0,0.0,0.871394,1.2474315,0.5458405,1.18089,0.0,0.5585998,0.38985065,1.1765587,1.2504909,1.4121919,1.022898,1.2083539,1.4901154
STK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4125844,1.2648576,0.0,0.0,0.0,0.0,1.2061081,0.78237617,0.0,0.0,0.0,0.75824314,0.0,0.0,0.0,0.0,2.2078187,0.0,0.0,0.0,0.0,1.4003702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3265407,0.0,0.0,0.0
PI3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80608356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLPI,0.0,0.0,1.9795661,0.0,0.0,4.243047,0.38088915,0.0,2.6821222,0.0,0.0,0.0,0.0,0.0,3.3018885,0.0,0.0,3.787883,5.0850782,0.0,0.0,0.0,1.2086676,0.0,0.0,0.0,0.0,2.6894796,3.8805237,2.1288521,0.0,0.0,0.0,0.0,0.0,0.0,1.2788073,4.213231,5.5503855,0.0,5.085049,6.308256,3.6327133,1.0277779,0.0,1.1099186,0.0,0.0
SDC4,0.0,0.0,0.0,0.0,0.0,1.6158135,0.0,0.0,0.64288354,0.0,0.0,0.0,0.0,0.0,0.98459476,0.0,0.0,0.0,0.83344656,0.0,0.0,0.0,0.94824827,0.0,0.0,0.0,0.0,0.8250267,0.28472957,0.41262436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3885674,1.2366081,0.0,0.9778184,0.0,0.9029393,0.0,0.0,1.0356333,0.0,0.0
SYS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14560366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBNDD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39784634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17051984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23890832,0.46214843,0.0,0.0,0.0,0.37894726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37470788,0.0,0.0,0.0,0.2775154,0.0,0.0,0.38902783,0.0,0.0
WFDC2,0.0,0.0,0.0,0.0,0.0,1.3212245,0.0,0.0,1.7641758,0.0,0.0,0.0,0.0,0.0,2.3897533,0.0,0.0,2.7939723,4.853183,0.0,0.0,0.0,1.3553989,0.0,0.0,0.0,0.0,0.57468927,2.277417,1.6401727,0.0,0.0,0.0,0.0,0.0,0.0,1.364063,2.6617098,4.8730597,0.0,3.9224353,4.1328917,2.7663627,0.0,0.0,2.4146771,0.0,0.0
EPPIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37562597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNTTIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4102466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17149988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20007974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSA,0.0,0.0,0.0,0.8627134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21820429,0.0,0.0,0.0,0.4171956,0.0,0.0,0.0,3.058599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28722203,0.0,0.0,0.0,0.19063893,0.0,0.0,0.0,0.0,0.0
PLTP,0.0,0.0,0.5206136,0.0,0.0,0.0,0.0,0.0,0.2834903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2306216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21892036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC35C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17072242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53RK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2681426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16125363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC2A10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17437935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3019804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EYA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1778903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1046318,0.0,0.0,0.0,0.11579386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24187815,0.0,0.0,0.0,0.0,0.0
