,Astro_1,Astro_2,Astro_3,Astro_4,Astro_5,Chandelier_1,Endo_1,Endo_2,L2/3 IT_1,L2/3 IT_3,L2/3 IT_4,L2/3 IT_5,L2/3 IT_6,L4 IT_1,L4 IT_5,L5 ET_1,L5 ET_2,L5 ET_3,L5 IT_1,L5 IT_2,L5 IT_3,L5 IT_6,L5/6 NP_1,L5/6 NP_2,L5/6 NP_3,L5/6 NP_4,L5/6 NP_5,L5/6 NP_6,L6 CT_1,L6 CT_3,L6 IT Car3_1,L6 IT Car3_2,L6 IT_1,L6 IT_2,L6b_1,L6b_2,L6b_3,L6b_4,L6b_5,L6b_6,Lamp5 Lhx6_1,Lamp5_1,Lamp5_2,Lamp5_3,Lamp5_4,Lamp5_5,Lamp5_6,Lamp5_7,Micro/PVM_1,OPC_1,Oligo_1,Oligo_2,Oligo_3,Oligo_4,Pax6_1,Pax6_2,Pax6_3,Pax6_4,Pvalb_1,Pvalb_2,Pvalb_3,Pvalb_4,Pvalb_5,Pvalb_6,Pvalb_7,Pvalb_8,Pvalb_9,Sncg_1,Sncg_2,Sncg_3,Sncg_4,Sncg_5,Sncg_6,Sncg_7,Sncg_8,Sst Chodl_1,Sst_1,Sst_10,Sst_11,Sst_12,Sst_13,Sst_14,Sst_15,Sst_16,Sst_17,Sst_18,Sst_19,Sst_2,Sst_21,Sst_22,Sst_23,Sst_24,Sst_25,Sst_26,Sst_27,Sst_28,Sst_29,Sst_3,Sst_30,Sst_31,Sst_32,Sst_33,Sst_35,Sst_36,Sst_37,Sst_4,Sst_5,Sst_6,Sst_7,Sst_8,Sst_9,VLMC_1,VLMC_2,Vip_1,Vip_10,Vip_11,Vip_12,Vip_13,Vip_14,Vip_15,Vip_16,Vip_17,Vip_18,Vip_19,Vip_2,Vip_20,Vip_21,Vip_22,Vip_23,Vip_24,Vip_25,Vip_26,Vip_27,Vip_28,Vip_29,Vip_3,Vip_4,Vip_5,Vip_6,Vip_7,Vip_8,Vip_9
PANK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6767564,3.4831834,3.4828153,3.8664541,3.579841,0.0,3.6953812,3.5711603,3.4769776,0.0,3.5537982,3.554515,3.5560317,3.765709,0.0,0.0,0.0,0.0,0.0,0.0,3.359389,3.4689424,3.6740155,3.5100763,3.640582,3.5532947,3.5777907,3.5249896,3.599283,3.6086712,3.6390293,3.5876942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.116615,0.0,0.0,0.0,0.0,0.0,3.7096388,3.5052855,2.8283327,0.0,3.7546394,0.0,3.6444933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6193187,0.0,0.0,0.0,0.0,3.5279322,3.5688763,0.0,0.0,0.0,0.0,3.5994213,0.0,0.0,0.0,3.9597769,0.0,0.0,0.0,0.0,0.0,3.717574,3.523837,0.0,3.7586427,3.7426949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6235688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.418347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PANK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0608075,3.3413575,0.0,0.0,0.0,0.0,3.3479064,3.373798,3.7618372,0.0,3.0840144,2.8740149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4018638,0.0,2.8903213,0.0,0.0,3.3779619,0.0,3.0293517,3.3052619,3.104879,2.977428,3.2435243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1069162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2936246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7092113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.309432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.395494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PANX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2540193,0.0,3.5636005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.313541,0.0,0.0,0.0,0.0,3.168761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3428315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PANX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7618372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7633095,0.0,0.0,0.0,0.0,0.0,0.0,3.207647,0.0,1.6505364,0.0,0.0,0.0,0.0,3.0951219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.207807,0.0,0.0,0.0,0.0,0.0,0.0,4.0298357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TENT2,0.0,0.0,5.295973,5.291005,2.2267413,4.599453,5.16712,0.0,5.3618317,5.373946,5.2415705,5.073013,5.287227,5.110612,5.1741295,5.472783,5.2490234,5.3876033,4.7132063,5.002402,4.637186,5.1863937,5.0157757,4.77627,4.9812403,4.711375,5.030845,5.105366,5.0742173,5.026437,4.793686,5.209426,4.874979,5.1652775,5.154784,5.006499,4.871246,4.971733,4.7219715,4.9540563,4.740941,4.8456893,4.9425735,4.468283,4.9794226,4.824829,4.715123,4.511451,5.5977287,4.741713,4.816395,5.5562057,5.4868703,5.33979,4.7138357,4.547515,4.713357,4.693343,4.9316525,4.8874426,4.8165774,4.5228786,4.845032,4.846946,4.8988695,4.5964384,4.655882,4.3499484,4.3629627,4.430587,4.476804,4.7978554,4.388227,4.5435576,4.1010485,4.8517485,4.60969,4.718614,4.7681465,4.8037615,4.9016485,4.825368,4.829362,4.925465,4.6655016,4.649683,4.7274513,4.847389,4.632703,4.670576,4.9690976,4.766762,4.5241327,4.3886633,4.5935287,4.8874397,4.7073426,4.6925535,4.6116614,4.818798,4.868615,4.696956,4.7310433,4.9486017,4.6056614,4.741514,4.767484,4.1284223,4.653948,4.6191244,4.753611,0.0,0.0,4.817489,4.5024495,4.494071,4.367917,4.588264,4.536722,3.9704332,0.0,4.5852823,0.0,0.0,4.34888,4.450553,4.5694203,4.342673,4.5707445,4.350497,4.3816543,4.3935776,4.723242,0.0,4.5869246,4.347981,4.355646,0.0,4.386423,4.2970066,4.401507,4.5442085
TENT4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8519607,3.8746295,4.052728,3.772446,3.5260658,3.500862,3.8643582,3.7863693,3.7199578,4.146208,3.9051723,3.933641,3.87565,4.0440087,3.9760113,4.156345,4.0485835,4.23833,4.0713925,3.8795118,4.004819,4.00798,4.042344,3.9616332,4.204986,3.9822414,3.8720038,3.9160266,4.095224,4.266394,4.102188,4.177543,3.9843178,3.9221199,0.0,3.7108831,3.7929626,4.087508,4.0625105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.726894,3.769247,4.03102,3.8361266,0.0,3.9374862,0.0,3.8881316,3.9523368,3.804647,0.0,3.8939543,3.9891362,0.0,4.069779,0.0,4.1877756,3.8638017,4.215777,4.149397,4.0514584,3.8841953,3.608706,0.0,0.0,0.0,3.8177955,4.104853,3.9388118,3.8665915,0.0,0.0,3.9541414,3.4288301,0.0,3.9923553,3.9613252,0.0,0.0,0.0,0.0,4.0761347,3.6593056,3.6035132,0.0,3.5358162,0.0,0.0,3.6234403,4.007694,0.0,3.9519877,3.873769,0.0,0.0,0.0,0.0,0.0,0.0,3.9277167,3.8548472,0.0,3.741308,0.0,3.9301205,0.0,4.101808,4.2060924,0.0,0.0,0.0,3.9629374,4.1701746,0.0,4.143747,0.0,0.0,0.0,4.2009625,4.0500717,4.143858,0.0,0.0,0.0,4.198375,4.0980153,4.129805,4.152759
TENT4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.031661,3.7451463,3.8027992,3.8643956,3.9676132,4.055769,4.178809,3.768552,3.996467,4.3661814,4.048152,4.0130773,3.9877617,4.265615,4.0158815,3.941383,3.9429684,4.766056,4.1886063,3.849344,4.058063,3.8093047,4.527707,4.2495174,3.8739939,3.9887462,4.040494,4.0887775,3.9214892,4.039106,3.8459084,4.1004453,4.2160397,3.9227023,4.082303,0.0,3.9176657,3.9458985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3514414,4.069332,4.216797,4.0268745,3.9928372,3.509665,3.6981657,3.9221725,3.872564,3.9262207,4.0960374,3.9642282,3.8403888,1.6887622,4.139361,0.0,4.2260885,0.0,3.7697103,4.088973,0.0,3.5502279,3.9903855,0.0,0.0,3.9073575,3.9579618,4.1537504,3.9388118,3.9875777,0.0,1.6996571,3.9697702,3.9149926,0.0,0.0,4.094542,3.790334,3.8826172,0.0,0.0,4.115736,3.9525874,4.2829533,0.0,4.0849714,0.0,0.0,3.7152357,3.8834028,0.0,3.9732275,3.6904058,0.0,0.0,0.0,0.0,0.0,0.0,4.012677,4.0761347,0.0,4.310052,0.0,3.9569077,0.0,0.0,3.9391081,0.0,0.0,0.0,4.382284,3.93315,4.490826,4.0158277,0.0,0.0,0.0,3.8563867,4.1218343,3.8384783,4.034995,0.0,0.0,0.0,3.6370468,0.0,4.121954
PAPLN,5.2639017,5.1430764,5.309307,5.153805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAPOLA,0.0,0.0,0.0,0.0,0.0,4.442912,4.909812,0.0,4.465269,4.529843,4.4603577,4.482014,4.408601,4.701847,4.4079757,4.5854425,4.3842554,4.8524103,4.704151,4.486432,4.5317826,4.5201254,4.5448914,4.649324,4.565852,4.23833,4.5222397,4.631294,4.512874,4.322309,4.369311,4.380927,4.278921,4.3219533,4.501651,4.4122505,4.509402,4.4410553,4.573872,4.415696,4.5347075,4.7717304,4.619089,4.764729,4.658957,4.7025123,4.8914795,4.649145,0.0,0.0,0.0,0.0,0.0,0.0,4.5553937,4.812092,4.6140733,4.8778744,4.5561395,4.579115,4.6708317,4.5019884,4.6415124,4.5953712,4.744077,4.7777586,4.6771398,4.7122803,4.674927,4.5831237,4.5597982,4.8318276,4.721254,4.7079687,4.664668,4.520997,4.392239,4.4226665,4.2566147,4.494369,4.5220594,4.534473,4.6221757,4.584291,4.5503764,4.5604553,4.426169,4.527012,4.5060744,4.512473,4.397499,4.6410556,4.3174524,3.8424444,4.606103,4.432743,4.415858,4.683807,4.498662,4.537307,4.450948,4.4224215,4.413297,4.541499,4.4808245,4.5270724,4.514108,4.8713098,4.6272106,4.652379,4.5808744,0.0,0.0,4.566166,4.597167,4.608116,4.7076693,4.7434564,4.497477,4.6174,4.844188,4.803117,4.503951,4.6036043,4.6481113,4.6249437,4.6602,4.1047945,4.5845623,4.663523,4.4713564,4.6709366,4.773939,4.3822784,4.6725035,4.8176155,4.606054,4.5001206,4.4818416,4.757091,4.6483507,4.73328
PAPOLG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4979205,3.5487914,3.4600792,3.4486856,3.302567,0.0,1.4062843,3.330021,3.3271027,3.7618372,3.599635,3.407943,3.4467254,3.5255654,3.136815,3.5919075,0.0,3.5324345,3.4482434,0.0,3.4472122,3.4350953,3.611714,3.5622973,3.511332,3.4336195,3.3210075,3.5249896,3.3864498,3.3473241,3.2828844,3.4663086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0239942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.371259,0.0,3.7546394,0.0,3.6030269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7004743,0.0,0.0,0.0,4.1284223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0599575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAPPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1847453,2.8654222,3.9777577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9146755,0.0,0.0,0.0,3.4362931,0.0,4.2377915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.630445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1284223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2368326,0.0,4.490826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3987327,0.0,0.0,0.0,0.0,0.0,0.0
PAPPA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.085952,0.0,0.0,0.0,0.0,3.186496,3.3006263,2.8062937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.960987,0.0,0.0,3.4528542,0.0,0.0,0.0,0.0,0.0,3.1847577,3.0289426,0.0,3.1725,2.8099241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAPSS1,0.0,0.0,0.0,0.0,0.0,3.707603,0.0,0.0,4.802081,4.908272,4.962326,4.698392,4.8412457,4.5314684,4.736848,4.8470674,4.952043,4.6990185,4.708745,5.018622,4.818081,5.01169,4.38396,4.586243,4.6305146,4.101136,4.39817,4.596386,4.8789077,5.043091,4.892334,4.9064817,5.0481806,5.159201,4.919803,5.0039406,4.6764016,4.7436256,4.9975514,4.9009466,4.3381147,3.7540286,3.3885493,3.9532387,3.8111591,3.7125776,3.999428,0.0,0.0,0.0,0.0,5.2569923,0.0,0.0,4.1916165,4.008956,3.9391863,4.174315,4.0397086,4.2560277,4.7175927,4.0593433,4.301809,4.202389,3.2936246,4.2765617,4.1925793,0.0,3.6842148,0.0,0.0,0.0,4.2046285,4.085511,3.779194,4.8816442,4.6272745,4.418167,4.4477654,4.6813207,4.253251,3.8520012,4.449211,4.17096,4.617301,4.4314775,4.6078863,4.6271296,4.729118,4.304077,4.343485,4.6779995,4.6487603,4.3063254,4.47402,4.4272175,4.3897986,4.0593157,4.665606,4.508617,4.5668726,4.5844183,4.9727306,4.2498846,4.5186462,4.65716,4.858966,4.4994535,4.2385316,4.3945713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.895133,4.3480825,0.0,0.0,0.0,0.0,4.42519,4.026639,3.9175692,0.0,0.0,0.0,4.3520083,3.8317819,4.246025,0.0,0.0,0.0,3.9478905,4.197213,4.2942224,4.067628
PAPSS2,0.0,0.0,0.0,0.0,0.0,0.0,4.6626267,0.0,4.371423,0.0,0.0,4.0477195,0.0,4.5525103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8343349,4.5535107,0.0,3.7298636,4.9028273,4.2751975,4.3987145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6776595,5.011288,0.0,4.2194004,4.7887387,4.659504,5.0331926,4.610015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.103505,0.0,0.0,0.0,0.0,4.043491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3322988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAQR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8973243,4.1711483,4.06266,3.9871092,4.035797,3.7800725,3.953264,3.9983368,3.9668362,4.0053744,3.7230496,4.13294,3.943572,3.6544642,4.0922594,4.0452623,3.9560652,4.1815977,3.706961,4.0061426,4.0111322,3.9099743,3.9173417,4.14357,3.7139623,3.815752,4.1026382,3.7155442,3.6711373,3.7068834,3.6661863,3.620415,0.0,0.0,0.0,0.0,0.0,0.0,1.4698007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7882879,0.0,0.0,3.9111352,0.0,1.6668193,0.0,0.0,3.573885,0.0,4.0960374,0.0,3.554515,0.0,0.0,0.0,0.0,0.0,0.0,3.9082685,0.0,3.2139802,0.0,0.0,0.0,0.0,3.2168314,3.8436475,0.0,3.6436954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5373645,0.0,0.0,3.6353593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8639028,0.0,0.0,0.0,0.0,3.806502,0.0,0.0,0.0,0.0,0.0,0.0,4.0622854,0.0,0.0,0.0,3.5190551,0.0,3.6271586,0.0,0.0,0.0,0.0,0.0,0.0,3.5252223
PAQR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0150073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.214665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5268261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAQR5,0.0,0.0,0.0,0.0,0.0,0.0,4.1008263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAQR7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9081287,3.468761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7064185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2082372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAQR8,5.405739,0.0,5.4045916,5.0815654,0.0,0.0,4.154518,0.0,2.9815292,3.3984065,3.4110465,3.2856412,0.0,0.0,0.0,3.911491,3.6953666,0.0,0.0,0.0,3.3092518,0.0,0.0,3.747334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5940726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.117185,5.7486925,0.0,5.4134912,3.2878976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7611806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAQR9-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1670423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
