,Astro_1,Astro_2,Astro_3,Astro_4,Astro_5,Chandelier_1,Endo_1,Endo_2,L2/3 IT_1,L2/3 IT_3,L2/3 IT_4,L2/3 IT_5,L2/3 IT_6,L4 IT_1,L4 IT_5,L5 ET_1,L5 ET_2,L5 ET_3,L5 IT_1,L5 IT_2,L5 IT_3,L5 IT_6,L5/6 NP_1,L5/6 NP_2,L5/6 NP_3,L5/6 NP_4,L5/6 NP_5,L5/6 NP_6,L6 CT_1,L6 CT_3,L6 IT Car3_1,L6 IT Car3_2,L6 IT_1,L6 IT_2,L6b_1,L6b_2,L6b_3,L6b_4,L6b_5,L6b_6,Lamp5 Lhx6_1,Lamp5_1,Lamp5_2,Lamp5_3,Lamp5_4,Lamp5_5,Lamp5_6,Lamp5_7,Micro/PVM_1,OPC_1,Oligo_1,Oligo_2,Oligo_3,Oligo_4,Pax6_1,Pax6_2,Pax6_3,Pax6_4,Pvalb_1,Pvalb_2,Pvalb_3,Pvalb_4,Pvalb_5,Pvalb_6,Pvalb_7,Pvalb_8,Pvalb_9,Sncg_1,Sncg_2,Sncg_3,Sncg_4,Sncg_5,Sncg_6,Sncg_7,Sncg_8,Sst Chodl_1,Sst_1,Sst_10,Sst_11,Sst_12,Sst_13,Sst_14,Sst_15,Sst_16,Sst_17,Sst_18,Sst_19,Sst_2,Sst_21,Sst_22,Sst_23,Sst_24,Sst_25,Sst_26,Sst_27,Sst_28,Sst_29,Sst_3,Sst_30,Sst_31,Sst_32,Sst_33,Sst_35,Sst_36,Sst_37,Sst_4,Sst_5,Sst_6,Sst_7,Sst_8,Sst_9,VLMC_1,VLMC_2,Vip_1,Vip_10,Vip_11,Vip_12,Vip_13,Vip_14,Vip_15,Vip_16,Vip_17,Vip_18,Vip_19,Vip_2,Vip_20,Vip_21,Vip_22,Vip_23,Vip_24,Vip_25,Vip_26,Vip_27,Vip_28,Vip_29,Vip_3,Vip_4,Vip_5,Vip_6,Vip_7,Vip_8,Vip_9
ABCA3,0.0,0.0,0.0,0.0,0.0,4.2673645,0.0,0.0,4.2748575,4.4545326,4.6017303,4.41016,4.37733,4.4880395,4.273591,4.332116,4.5226855,4.689371,4.4022446,4.4528117,4.447553,4.500937,4.6364317,4.5774384,4.5379505,4.9028273,4.7480936,4.4063463,4.582003,4.5297203,4.71487,4.258856,4.526278,4.546676,4.49579,4.388007,4.373307,4.4539447,4.43787,4.5834274,4.4208174,4.396585,4.3467274,4.391727,4.394133,4.2996206,4.3555,4.461733,0.0,0.0,0.0,0.0,0.0,0.0,4.354887,4.431633,4.2927094,4.4905214,4.4518895,4.6755166,4.3939753,4.584563,4.549265,4.6592417,4.2377915,4.52161,4.585859,4.456259,4.3916087,4.3010187,4.4798565,4.302815,4.4854774,4.6238575,4.483658,4.3176556,4.3820834,4.505141,4.256154,4.4323063,4.45592,4.936354,4.222441,4.214238,4.282812,4.580987,4.695952,4.5921087,4.187456,4.3342166,4.2504873,4.3241954,4.4430466,0.0,4.338524,4.3256493,4.374816,4.2829533,0.0,4.4946704,4.1978216,4.437581,4.3867006,4.6205816,4.6056614,4.3712664,4.4155564,4.810096,4.2918425,3.9061625,4.227022,0.0,0.0,4.5474153,4.4785204,4.4510946,4.163945,4.241971,4.354019,4.443462,4.4914804,4.5649424,4.3671026,4.45752,4.4910746,4.33307,4.6017957,4.1047945,4.505809,4.504835,4.3268433,4.1856766,4.4465823,4.287261,4.436953,4.4634686,4.516135,4.413532,4.386972,4.3927126,4.3430476,4.2369986
ABCA5,0.0,0.0,0.0,0.0,0.0,4.985428,3.548338,0.0,5.110913,5.525262,5.46718,4.973276,4.908715,5.286141,5.1130457,4.9534774,4.855711,4.9274716,5.2036667,5.0244083,4.9196305,4.8438926,5.3775434,5.584972,5.5678105,5.301648,5.356027,5.4530916,4.957144,4.863783,4.7770395,4.846632,4.674191,4.86838,4.5827312,4.5677834,4.463777,4.65875,4.54253,4.589252,5.057326,5.1316338,5.02014,5.0684514,5.036033,5.2833257,5.160636,5.160205,0.0,0.0,0.0,5.007118,0.0,0.0,5.2695994,5.235845,5.2205353,5.20016,5.577559,5.5476227,4.978181,4.9500656,5.4936337,5.276993,5.2072015,5.00901,5.1126885,4.6558647,4.8844833,4.836034,4.9214563,5.1936855,4.8130584,5.016586,5.1783953,5.709442,5.281653,5.3133554,5.387453,5.345381,5.1630216,5.0063634,5.4616566,5.3275404,5.468833,5.6746635,5.449861,5.4265003,5.367957,5.4748144,5.2335296,4.9892106,5.1921725,5.3481507,5.426182,5.6326323,5.45081,5.011634,5.2477775,4.938328,5.334263,4.965846,5.4893713,5.407949,5.4073334,5.1138344,5.2508793,5.5499563,5.310671,5.74193,5.5393486,0.0,0.0,5.16602,5.2402797,4.9807444,5.180682,5.1149616,5.014683,5.0890665,5.071044,5.261513,5.1236362,5.0794983,5.075919,5.090157,5.167233,5.2042217,5.2964826,5.0803714,5.241214,5.42271,5.4593925,4.9000597,5.321106,5.050914,5.1111856,5.121978,5.3702755,5.276313,5.465429,5.2397075
ABCA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3244734,4.8885055,4.915435,3.892777,3.55684,3.8067172,3.675808,4.2481556,3.9899178,2.8062937,0.0,3.701859,3.4996996,3.5935867,4.376856,4.5862913,4.7636065,4.5450387,4.409779,4.605695,4.1028028,3.901796,3.354709,1.587149,0.0,3.6419926,3.789041,3.312724,3.208672,0.0,3.2823782,2.9348142,3.903596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.480173,0.0,3.6131372,3.809639,4.5994053,4.2512045,3.490692,3.71694,4.660546,4.275117,4.392397,3.9517362,4.2533193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.485936,3.883083,0.0,0.0,4.1681156,3.7800725,4.3900347,4.2266884,4.3226333,0.0,4.0845118,3.9139535,4.3919177,0.0,4.208771,0.0,3.6980755,3.8826172,0.0,4.337256,4.220277,4.0119843,0.0,0.0,3.7292922,0.0,0.0,3.9613063,4.3286657,3.923656,3.7302322,3.985399,5.274217,4.2110324,0.0,0.0,0.0,0.0,0.0,3.8930593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6462731,0.0,0.0,0.0,3.8748248,0.0,3.9886627,0.0,0.0,0.0,0.0,0.0,0.0,4.1062107
ABCA7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.721928,3.2716217,0.0,0.0,0.0,0.0,2.8441985,2.844396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7837408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.921053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCA8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9072766,6.2411704,0.0,6.0871706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCA9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1100135,4.8411684,4.819367,3.861931,3.7044094,4.0663347,3.5400205,4.257738,4.1130323,2.8062937,3.581666,3.5410812,3.3843725,3.4383483,4.398359,4.420026,4.7871833,4.8965597,4.4722114,4.5426683,4.0203314,3.7351592,0.0,0.0,3.0386558,3.5952435,4.1099286,0.0,3.3622618,0.0,3.313646,2.8099241,3.7841754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.439617,0.0,0.0,3.8092704,4.7414837,4.3625426,0.0,3.7537136,4.8441257,4.4222198,4.7140546,3.6420107,4.487127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.452404,3.9318256,0.0,0.0,4.0571995,3.387278,4.1402125,4.52278,4.2853208,0.0,3.8430116,4.10175,4.414547,0.0,4.1734686,0.0,0.0,3.5929036,0.0,3.8506775,4.0655,4.214134,3.9262536,0.0,3.433011,0.0,0.0,4.074292,4.4104853,3.404821,3.9703498,3.7977622,4.1857967,4.343377,0.0,0.0,0.0,5.6670904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7645092,0.0,0.0,0.0,3.986694,0.0,4.087056,0.0,0.0,0.0,0.0,0.0,0.0,3.6984909
ABCB1,0.0,0.0,0.0,0.0,0.0,0.0,7.5980554,8.276564,0.0,0.0,3.1348326,0.0,0.0,0.0,0.0,0.0,2.8331938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.622469,3.9389744,1.4186594,0.0,0.0,0.0,1.6505364,0.0,0.0,0.0,0.0,2.9086275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0302157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8971164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.498379,3.3238235,3.3318872,3.264392,0.0,0.0,3.2804954,2.8958883,3.0207977,3.468761,0.0,3.2769408,0.0,3.0006971,0.0,0.0,0.0,0.0,0.0,0.0,3.3172772,3.130887,0.0,0.0,3.0386558,3.2614682,0.0,0.0,3.2653363,3.1649938,0.0,3.3463984,3.7109215,0.0,0.0,0.0,3.637695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1087947,0.0,3.260328,3.3706203,0.0,0.0,3.0757375,0.0,3.5131938,3.5352724,4.3671794,3.7630696,3.5756717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8282752,0.0,0.0,0.0,0.0,0.0,3.8520012,0.0,0.0,0.0,0.0,3.2988596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0593157,0.0,0.0,0.0,0.0,3.2113943,3.5695834,0.0,0.0,0.0,3.955949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8603373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7900076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.862653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB7,0.0,0.0,0.0,0.0,0.0,3.8814287,0.0,0.0,3.21426,3.4989789,3.511206,3.4580216,1.4700552,3.8719192,3.602582,3.886888,3.529676,3.8637865,3.6123786,3.5113952,3.5887842,3.6247592,3.369657,3.6943717,3.9497118,0.0,3.594004,3.964026,3.7694483,3.5249863,0.0,3.2811344,3.4005742,3.2645614,3.7115824,3.486293,3.3622618,3.7534993,3.3151786,3.4663086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2426493,3.2876625,0.0,0.0,3.4305196,0.0,3.711545,3.6795344,3.6030269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6398234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.687633,0.0,0.0,3.2988596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7610834,0.0,0.0,0.0,4.1284223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.646382,0.0,3.5729098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3285828,0.0,3.1359587,3.1528401,3.5121691,0.0,2.9272807,3.2094471,3.6577406,0.0,3.5229084,3.5856342,2.8390617,3.504976,3.2437253,0.0,0.0,3.7064185,0.0,0.0,3.3541498,3.0956671,3.5977666,2.8445787,3.0127053,3.2551205,0.0,3.5684733,3.2653363,3.412585,3.5430677,3.5942104,3.6444438,0.0,0.0,3.8705382,3.5886173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.309089,0.0,0.0,3.2384944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.277628,3.43673,0.0,0.0,0.0,0.0,0.0,0.0,3.3904638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3151293,0.0,0.0,0.0,4.005507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8088276,0.0,0.0,0.0,0.0,0.0,0.0,3.4762888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB9,0.0,0.0,0.0,0.0,0.0,4.220671,0.0,0.0,3.9416327,4.4616675,4.649082,3.7635217,4.1165824,4.4063334,3.763404,4.3948708,4.319269,0.0,3.7992835,4.037573,3.9445615,3.8288438,3.8767,3.815361,3.9856055,4.653632,4.125362,3.9856608,4.0423717,4.2340355,4.3232346,4.539853,3.718345,4.0953016,4.488221,4.2209206,3.7121294,3.9441097,3.897117,3.9254985,4.212632,3.9971292,0.0,0.0,0.0,0.0,3.7963648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8598368,0.0,3.6343346,3.7396264,4.0188813,4.0401483,4.0333424,4.029133,4.22609,4.3977547,4.4202285,4.0859776,4.6434464,0.0,0.0,0.0,0.0,0.0,0.0,3.9983106,0.0,3.410552,3.695252,0.0,0.0,0.0,3.8587005,4.1402125,4.2679887,4.32668,0.0,0.0,3.632091,4.2135563,0.0,0.0,0.0,3.9248402,3.785864,0.0,0.0,3.916417,0.0,4.0593157,0.0,4.0875044,0.0,0.0,3.6228268,3.8879972,0.0,3.7495453,3.5811028,4.4191747,4.14816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7443601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.116536,3.39496,0.0,0.0,0.0,0.0,4.285458,4.082649,0.0,0.0,0.0,0.0,0.0,0.0,1.6054882
ABCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5328708,3.6482024,3.8564627,3.0534422,0.0,0.0,3.0626497,3.5829213,3.77909,3.7618372,0.0,3.4326043,3.438673,3.7534182,3.7350364,3.6807022,3.7510424,3.8624554,3.8923533,3.7400637,3.9267411,3.6699467,0.0,3.1707475,0.0,3.638416,1.7103108,3.6010325,3.6926906,3.578037,3.4787407,3.6434958,4.0356874,4.8149376,4.4190125,4.243391,4.768484,4.5610943,4.871402,4.682064,0.0,0.0,0.0,0.0,0.0,0.0,4.6068387,4.3760805,4.473124,4.2973843,0.0,0.0,0.0,0.0,3.6876645,3.261205,3.9680378,0.0,3.3783994,4.5096416,4.233161,4.5350204,4.5261006,4.494802,0.0,4.481345,0.0,3.5272117,0.0,0.0,0.0,0.0,0.0,4.104853,3.7406056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8356764,0.0,0.0,0.0,0.0,0.0,3.4759603,3.368281,0.0,3.6911366,3.3240871,0.0,0.0,0.0,0.0,0.0,0.0,3.9277167,0.0,0.0,4.3883705,0.0,0.0,0.0,0.0,3.655076,0.0,4.443296,0.0,0.0,0.0,4.1047945,4.462167,0.0,0.0,0.0,0.0,4.2454906,3.3154988,4.086686,0.0,0.0,0.0,0.0,0.0,4.215862
ABCC10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4348503,3.043641,0.0,0.0,0.0,0.0,0.0,2.8672442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7103108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1022367,4.002575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCC4,0.0,5.292026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6229963,0.0,0.0,0.0,0.0,0.0,3.7830496,0.0,0.0,4.1318536,4.097608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2079434,0.0,3.6086361,0.0,3.5290236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7413216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9981265,0.0,0.0,0.0,0.0,4.1189733,4.342673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCC5,0.0,0.0,0.0,0.0,0.0,4.846035,0.0,0.0,4.9398837,4.992812,5.0441713,4.690734,4.8059235,4.8008018,4.826565,4.784918,4.8305655,4.1670423,4.5888247,4.990478,4.5961657,4.934435,4.6183186,4.52793,4.668145,4.465454,4.7743273,4.6804852,4.8446255,4.7719097,4.7105036,4.7431703,4.2421966,4.8403826,4.936281,5.016672,4.9306626,4.9267917,4.79495,5.031004,4.7340946,4.751302,4.661549,4.283094,4.6010633,4.5947456,4.7457156,4.519542,0.0,0.0,0.0,0.0,0.0,0.0,5.0062165,4.7179337,5.031792,4.923275,5.213023,4.9905577,5.0754437,4.87371,5.3040614,5.1965857,5.7159953,4.992547,5.256871,4.5018353,4.650914,4.518734,4.922417,4.5033326,4.6116614,5.0858145,4.578201,4.849642,4.759726,4.929334,4.8287373,4.8392963,4.6963644,5.4172053,4.9383693,5.1074247,4.602724,4.6935997,5.039888,4.8565807,4.771034,4.817398,4.720866,4.926611,4.797975,4.202178,4.7066374,4.8801384,4.823285,4.400632,4.6230736,4.9237347,4.60293,4.8933353,4.6289854,5.1043053,4.766779,4.8369145,4.710984,5.2128415,4.982622,4.8501124,4.78443,0.0,0.0,4.7777295,4.738504,4.7503095,4.8892407,4.54945,4.7006083,4.6395817,4.6981406,4.754235,4.7790737,4.6090994,4.857593,4.9211235,4.825797,5.029298,4.7141094,4.624772,4.6901994,4.747219,4.901516,4.8322806,4.8386087,4.793581,4.7491145,4.747533,4.649751,4.602333,4.744529,5.033266
ABCC8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9150503,4.320244,4.288675,3.796915,4.423463,3.9915845,3.9635253,3.9856048,4.1018248,4.661497,0.0,3.82404,3.4304137,3.6377907,3.6745667,3.661335,3.7955666,3.6901996,3.7797377,3.9231634,3.9437788,4.184556,4.5534744,4.945734,3.5613706,3.8177085,4.517101,4.1397305,3.6926906,4.278664,4.232179,3.7847703,4.1841793,3.9878883,3.6933017,3.5943136,3.994719,3.9514525,4.0449915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6800616,0.0,0.0,0.0,0.0,0.0,3.9491622,3.6937451,3.790633,3.8635693,4.0298357,3.6019506,3.90295,0.0,0.0,0.0,0.0,0.0,0.0,3.9116518,0.0,0.0,0.0,3.8116722,0.0,4.100581,0.0,4.534473,4.0273967,3.2269173,3.8527682,0.0,3.036935,3.5981038,0.0,0.0,0.0,0.0,3.885042,0.0,0.0,0.0,0.0,4.0593157,0.0,4.092414,4.0237913,3.453505,3.7901528,3.7550063,0.0,3.5152175,3.9357889,4.1250625,3.9229429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.783342,4.1943145,0.0,3.8354104,3.787929,0.0,0.0,4.2262907,3.3565786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.031307,0.0,4.338971,0.0,0.0,0.0,0.0,0.0
ABCC9,0.0,0.0,0.0,0.0,0.0,0.0,4.27824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.481834,3.708257,4.304707,0.0,0.0,3.9716203,0.0,3.9543185,4.2012215,3.6897697,0.0,0.0,0.0,0.0,0.0,0.0,4.00334,0.0,0.0,3.4663086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5753717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8911781,3.9751558,4.1451855,3.658716,0.0,0.0,0.0,3.846723,3.4481716,3.3302808,0.0,3.0670857,3.1239352,0.0,0.0,3.7800307,3.9802125,3.2437136,0.0,3.6566286,0.0,0.0,0.0,0.0,0.0,2.822139,0.0,0.0,0.0,0.0,0.0,0.0,3.6845384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3787346,0.0,4.1786833,3.6862383,0.0,0.0,0.0,0.0,3.6352484,0.0,4.143747,0.0,3.5349524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0029173,0.0,0.0,0.0,0.0,0.0,0.0,3.3154988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
