CrossArea_cluster,mean,std,median,count,q1,q3,f_score
Vip_19,0.23609882933894213,0.28634155058325866,0.3514928052993959,239,0.09198163590520955,0.4550281962085263,0.4141414141414141
Sncg_1,0.28389931318128275,0.20362285538964728,0.31910616103430955,234,0.19849678565787027,0.4340472874311817,0.584192439862543
Pvalb_7,0.2139788769521453,0.22805366247478845,0.2717537057006823,13,-0.0055627495165403,0.4024163000314221,0.6060606060606061
Vip_4,0.14807974345409136,0.31145690934374015,0.2680591107503249,265,-0.1094245948281252,0.4269510320186658,0.5369127516778524
Vip_7,0.17131456169143044,0.3052338512154297,0.2656093641229272,261,0.0095157898024915,0.4100404569766293,0.4741980474198047
Sst_28,0.15120528952383272,0.3353775890275894,0.2636885282844237,274,-0.039366405485616526,0.40301423797921493,0.6264916467780429
Sst_5,0.18928597632440325,0.23102560533840266,0.26068183164896164,260,0.0581845440605225,0.3632041696535045,0.5220883534136547
Lamp5_7,0.17864310000185768,0.28837906279656034,0.2604415316839733,276,0.07296849113294428,0.37457962034520365,0.362453531598513
L6 CT_1,0.1928509786349574,0.20442124754859636,0.2520913345958724,289,0.1142211820545205,0.3456527675796023,0.736235595390525
Sst_33,0.1939352541876714,0.22513966028619944,0.2517491417109418,249,0.0554370086991792,0.3730904641073992,0.4486133768352365
Pvalb_3,0.21651563644065444,0.19542560214020094,0.2476090920433154,205,0.0619838232962324,0.3961066643710296,0.5971479500891266
Pvalb_5,0.13384830425891073,0.2737631839375212,0.2118277615517947,293,-0.0574047972028993,0.3626625394834478,0.630901287553648
Pvalb_8,0.10799898030765602,0.3144636516707598,0.2106715748650776,271,-0.09600081922014456,0.37910685587904236,0.5229793977812995
Sst_23,0.13974358088129057,0.2531084582725661,0.19790092538890558,200,-0.012996007308674175,0.35002683364510745,0.5017605633802817
Astro_3,0.1420803509688911,0.21654780771021598,0.1938389047651391,234,-0.017034356296156777,0.3074894919834608,0.5700712589073634
L4 IT_1,0.06676636303647035,0.3675085885485591,0.1938041275120347,127,-0.10905096649403401,0.35117519429362387,0.5316455696202531
Vip_10,0.07845780521455485,0.32929105590963753,0.1842108012244719,265,-0.1009616085612582,0.3428990843644638,0.5897435897435898
Vip_20,0.11234891180619105,0.2762771941342067,0.18214901197190314,236,-0.07682338551404452,0.33972232216316883,0.3980446927374301
Sst_18,0.10377226551167781,0.28556358018342076,0.1776315519123943,214,-0.06120637529173127,0.35416975174703447,0.3451178451178451
Astro_2,0.11936891439971743,0.2337331166107023,0.1690184091877619,271,-0.0150614521360884,0.3047393882036862,0.5893186003683242
Vip_8,0.017450311828421244,0.4022695698967839,0.1618245511961977,327,-0.30360099989848505,0.3530016786560436,0.3262518968133536
Sncg_7,0.02571555053873658,0.33739871492118323,0.14769100494335966,314,-0.29483122321272925,0.33897400650225895,0.7297551789077212
Vip_26,0.06479151612694449,0.27410017058100644,0.14763031968608797,282,-0.10708591192349443,0.27679546373097424,0.6157112526539278
Lamp5_2,0.06209771901955535,0.26702920208130687,0.1201975031655068,343,-0.15120708817949985,0.29567012997254816,0.7044334975369458
Oligo_2,0.014090504222412535,0.30405955110724187,0.11481408299306765,268,-0.2824444817476824,0.2861706473840627,0.8
Lamp5_3,0.06705534906522326,0.2574619862307779,0.1070271957270441,231,-0.06973039555182364,0.25666236681930366,0.5666003976143141
Vip_25,0.02157236860134508,0.32525410414381123,0.1043159302180821,249,-0.2058520102669713,0.3116615434787148,0.5791190864600326
L5/6 NP_3,0.03319561596836273,0.2657032658940548,0.10224402341873384,384,-0.0747006553200683,0.24235737142375907,0.4963617463617463
Sst_7,-0.054986390537877856,0.3765168068636763,0.0787475921859574,238,-0.3147777746163145,0.25156490430163936,0.450530035335689
Sst_17,0.04664126509055126,0.2236017314273252,0.0574073467655636,337,-0.1460199475822645,0.2319260809629439,0.397404703974047
L2/3 IT_3,0.029928192934058732,0.22898534310994562,0.05729552792938705,500,-0.178902472638719,0.23932468827690048,0.6823821339950372
Sncg_3,-0.047956056178237894,0.3088156175283937,0.0449811618996763,219,-0.2738065648332513,0.21132855765518155,0.4672897196261682
