clusterName,NSForest_markers,f_score
DB4b,"['LAMA2', 'PRELID2']",0.6611689121158364
DB4a,"['LINC01915', 'HS3ST4']",0.8319945625308948
IMB,"['CDH9', 'HS3ST4']",0.7491594284113197
GB,"['NSG1', 'TRPM1']",0.7999325236167342
BB,"['ENSG00000250971', 'GRM6']",0.8588615913456678
S_Cone,"['OPN1SW', 'LINC02242']",0.924828446662508
ML_Cone,"['OPN1LW', 'ARR3']",0.7227620261229691
HAC93,"['ENSG00000251574', 'ALDH1A2', 'C8orf34', 'NELL1']",0.0549828178694158
SEG*,"['SATB2', 'PDE6A', 'ANO2', 'NFIB']",0.6746031746031746
HAC95,"['LINC02306', 'ENSG00000287144', 'LGR5', 'CPAMD8']",0.0646298472385428
HAC82,"['LINC01036', 'ENSG00000286415', 'FGD5']",0.0513529527947857
Astrocyte,['ENSG00000243620'],0.8722566122678672
MG,"['RLBP1', 'CDH23']",0.7943892045454546
HAC72,"['HKDC1', 'TF', 'SHC3', 'GHR']",0.5587392550143266
Microglia,['SLC11A1'],0.9169090362049944
